review,rating
"barang original masih segel pas sampe, baguss tapi dapetnya yg SA/A. pengirimannya aja yg bermasalah, SAP EXPRESS emg ga rekomen si parah ga dikirim2 mana status nya udh delivered pdhl barang blm diterima, saran aja matiin fitur buat kirim pake SAPX. so far so good si, semoga awett. Aamiin",5
Sesuai request yg diminta. Pengiriman cepat. Admin responsif. InsyaAllah ori. Semoga awet. Terimakasih,5
"Admin responsif dan membantu, barang dikirim tepat waktu, super aman dan Puji Tuhan dapat unit sesuai yang dipesan (PA/A)

Produk ori ya, ini review setelah penggunaan 1 bulan, battery health masih 100%, tidak ada masalah apapun (penggunaan ga bar bar ya, walaupun buat kadang buat ngonten) 👍🏼

Silahkan yang cari produk apple, toko ini trusted",5
"Mantab semua, packing tebal jadi aman buat hpnya, segel masih utuh.",5
"Hp Original, respon toko cepat, dan pengiriman cepat",5
kualitas barang original. sepadan dengan harganya,5
"Chat cukup reponsif, akan tetapi waktu pengiriman molor. ketika di tanya dikirim kapan katanya jam 11. tapi jam 11 belum dikirim hingga baru dikirim sekitar jam 12.20/12.30 (cukup kecewa, ketika di tny sedang dikiirm dr warehouse ke pickup point).

point kedua yg bikin kecewa, sebenernya maunya biru dan dietalase masih ada dan berhasil di checkout. tapi malah dibilangnya yang ready cuman midnight. maaf bgt aku kecewa bgt tapi karna urgent dan udh ngebet bgt jadi gmn lg aku terima midnight nya...

tapi untuk barang di terima dengan baik, berfungsi dengan baik, sinyal juga aman, imei belum di check karna website sedang perbaikan.",5
"kedua kalinya beli barang disini. Fast respon, komunikatif, barangnya sesuai dengan yang dicantumkan. hp nya berfungsi dengan baik. recommended!!!!",5
"ke ujung timur Indonesia dengan aman, tersegel rapi, ori, keren lah 👌🏻",5
Barang bener2 ori dan ada haransi dan asuransi fisik. pengiriman juga cepat sekali,5
"Alhamdulillah udah sampai dengan selamat, adminnya ramah dan ngingetin suka ada modus tuker unit, alhamdulillah hp nya ori 100%",5
"mendarat dengan selamat, bagus, masih segel greenpeel, mantap seller",5
"Amanah. Barangnya terpercaya. Dapet ID/A . Seller respon cepet, sabar.",5
"sempat terkendala pengiriman (telat 2 hari), tapi kualitas servis oke (respon cukup memuaskan), dan kualitas barang oke (semoga awet), overall terpuaskan 👌🏻",5
barangnya bagus sesuai adminnya juga fast respon bangett jadi ga khawatir tapi lumayan yah pengirimannya agak lama,5
"adminnya ramah bgtt😭😭 terus greenpeel dan emg beneran barangnya ori oyy kodenya juga PA/A pokoknya aku mau ngeracun kalian yg mau beli bisa disini trusted bgtt amanah patonah pokoknya
sok belii disini gausa takut",5
trust it bgt alhamdulillah sampai dengan selamat seneng bgt,5
"barang masih segel dtg barang cepat 2,3hari admin nya baik selalu merespon dengan baik makasihh",5
Barang Ori. Produksi 2022. Aman dari isu green screen 😊,5
"barangnya tentu aman dan garansi resmi. Req kode PA/A dikirimnya SA/A but its ok. 
Pengemasannya tuwebel banget dijamin aman 👍🏻 
sempet ragu juga buat order via online, tapi tokonya amanah dan trusted. Adminnya juga ramah. Thankyou seller 🤩",5
"barang ori, cuman agak lama yah hari libur juga sih...overall puas sama barangnya",5
puas banget belanja di toko ini seller resmi ****** terus dapet proteksi kerusakan juga pengirimannya juga sangat cepat rekomen banget belanja di toko ini oh ya sellernya juga ramah banget,5
"barang bagus, seller ramah, pengiriman cepat",5
garansi resmi dan murceee dpt harga pas 7.7. barang bagus dan suka bangeeet. minta garansi ibox yg PA/A tp ternyata gak ready jd dikirim yg GDN. but ok. thank you!!!!,5
"Wahh mantapp siii, beli pengiriman instan cepet banget, gak ampe 2 jam,
Recomend sekali gan, Original iBox, Imei Indo, Garansi resmi iBox. 🤩🤩🤩",5
"bener² bagus barangnya original, pengiriman cepat, thanks seller",5
"Barang dateng dengan selamat dan mulus, sempet deg2 kan karena barang nya restock, tp seller nya cukup respon jadi tenang😁🥰",5
"Pengemasan rapih barang sampai dg aman packingnya tuebel bgt, sempet agak takut krn pertama kali beli hp online tp alhandulilah aman via kurir grab cpt malam ordes besok sampai. hp nya berfungsi dg baik dpt yg id/a tp okay lah terjamin utk seller nya fast resp syekalih jam brp pun chat di bls saat itu jg. semoga awet pertahankan ya seller thanku",5
"first use iphone, overall sangat suka. untuk layanan dari ismile juga keren banget, cukup sehari sudah sampai👍🏻🔥",5
"Barang dijamin ori, dapat garansi ****** GDN. Pengiriman aman pakai instant.

Btw saya juga pakai garansi Tokopedia, baik produk maupun pengiriman. 
Agar bisa klaim jika mengalami kendala.",5
"Barang berfungsi dengan baik, pengiriman cepat",5
"agak bermasalah sm ekpedisi yg rekomendasi dari tokpednya. alamat di lampung tak sampek ke jambi. alhasil semingguan lebih baru diterima. 
tp masyallah bgt admin tokonya ramah pol walaupun tiap hari bener2 chat admin tokonya, tp adminya tetep sabar 😭😭  Alhamdulillah barang sampai dgn aman dan gk ada kerusakan",5
"Packing aman, seller amanah, produk original Apple, sesuai request ID/A, warna midnight ga pernah ga keren, servis admin ramah swekaleee pelayanannnyaaa.. thankyou lahhh pkoknyaa!",5
"dapat barang ori pa/a👍💯, pengiriman cepat",5
"mantap barang sampai dengan selamat.
dapat garansi resmi ******* lumayan dapat free asuransi all risk 1 tahun",5
Original segel. Sat set langsung kirim. Mantap,5
"barang aman sampai kalsel ,lumayan lah 5 hari baru sampai, barang ori segel ... jangan ragu beli disini sangat recomended",5
"Barang Resmi dapet yang TAM. Admin sangat membantu sampai barang diterima. 
Terimakasih",5
"packing bagus, sampai dengan selamat.
masih segel dan original.
terima kasih untuk seller...",5
"Thank you seller, barang ori 1000000% kode sesuai, imei aman, garansi aman, thank you juga buat bonus tg sama casenya, admin responsif, cuma pengiriman jne lama bgttttttt. (Salah pilih kurir) Makasih banyak pokoknya!!!!!!!🫡 yg mau beli gass langsung, dijamin trusted.",5
"bagus, barang ori dapet yg SA/A, Semoga awet",5
"Diterima dengan baik dan aman, seller komunikatif dan responsif. produk original garansi resmi. dapat garansi ******* bisa claim garansi ganti unit baru periode setahun. mantap pokoknya. perdana pakai IOS semoga bisa segera beradaptasi. overall sih puas dapat harga terjangkau. terima kasih banyak seller!!!",5
"Barang masih disegel, pengirimannya jugaa cepat dan aman, adaa garansi resminya jugaa. bagusss pokoknyaa",5
"Respons cepat, barang sesuai, segel orignal apple Indonesia GDN, harga termurah.
Sudah dicoba 3 hari aman, semoga awet.

Trimakasih, sukses selalu ismile dan toped.",5
"Pengiriman super aman dan cepat, admin fast respon dan dapet garansi eraphone 😁🙏 Harganya lumayan jauh dari di offline store, kurangnya hanya ga bisa COD tapi dapat asuransi pengiriman. Bakal langganan dan bakal rekomendasiin ke temen dan keluargaa. Bestt!!!ya",5
barang original. sampai dengan aman. fast respond CSnya,5
Alhamdulillah. ..pengiriman cepat dan amanah .meski awalnya sedikit raguu,5
"Garansi mantap, fitur asli dan lengkap semuanya hpnya ori dan tdk ada kendala aman pokoknya, pengiriman cepat. Ada kartu garansi dan segel hijau serta segel layarnya semua aman suka banget beli disini sudah cari kemana2 dan akhirnya pilih toko ini luar biasa terpercaya dan adminnya fastrespon. Sdh cek fisik semuanya aman cek coverage aman BH 100% smoga awet hpnya hehe tpi ada satu kekurangan ga dapat bonus huhu padahal udah berharap dikasi sma adminnya mana minta PA/A tpi dikasi ID/A ga papa sama ajah cuma agak sedih mana ga ada cashback dll smoga nanti bonusnya nyusul krn di deskripsi ada bonusny🙏🥹 aintinya smua bagus penjlasannya jelas Terimakasih bnyak yah min 🙏",5
"seller amanah,wlpun pgiriman lbh 1 hari dr estimasi tdk mslh,,segel & resmi,sdh cek smua & berfungsi normal,semoga awet",5
"sesuai pesanan, tiba tepat waktu barang ori garansi ibox, senenggg cakep bgt bgt pokonyaaaa😍😍",5
"Mantap, seller komunikatif dan amanah,, the best",5
"Dapet batch okt 2021 (PA/A), seller responsif komunikatif, bahkan ngasih awareness saat pengiriman gojek instans",5
Barang masih segel dan pengiriman cepat. Kurir ramah,5
Seperti biasa puas belanja di toko ini adminnya ramah dan gercep. Ud 3x beli iPhone disini dan semuanya asli.dpt cashback juga,5
"Dapet garansi GDN mantap, barang ori semua berfungsi dengan baik.. Overall ok 
⭐️⭐️⭐️⭐️⭐️",5
"Berfungsi dengan baik, pengiriman cepat. 
cakeep",5
Alhamdulillah puas banget barang 100% original full segel 👍 rekomen banget buat yg ragu beli iphone original di ecommers di sini tempatnya.. bubble warpnya tebel banget dan rapi pengiriman cepat dan respon penjual yg ramah.✌️😁👍👍,5
"barang tersegel dan kemasan rapi. 
dikirimkan versi sa *******",5
"Barang bagus, sesuai pesanan, warna sesuai, penjual fast respon. mantap dan amanah",5
"semuanya bagus dengan pengiriman yang sangat cepat, dan cs yang sangat ramah",5
"barang original dan penjual ramah, next pasti beli disini lagi🥰",5
"Seller jujur dan terpercaya, semoga menjadi berkah dan semakin sukses. Barang Ori seauai janji. Sudah saya rekomendasikan ke Rekan lainnya",5
"barang bagus sesuai pesanan, asli original kak",5
"mantap , seller dan admin fastresp , pengiriman cepat dan aman.",5
"Mantap pengirimannya aman, adminnya ramah dan cepat tanggap👍👍",5
"Mantappp bos kuu
makasih bonus case dan tempered glass nya",5
"Barang Ori
pengiriman cepat
rekomen banget udah 3 kali beli disini",5
Barang masih disegel dan berkualitas baik,5
"barang bagus, semoga kualitasnya juga terjamin, pelayanan cepat 🎉",5
barang original.. pengiriman cepat.. seller baik... agak deg degan dikit pas pesen.. tp alhmdlh toko nya amanah... best pkonya,5
Barang Original (bukan inter) puas banget,5
"Asli ini mah real no fake fake, barang resmi (saya request region PA) dan hp lancar jayaa setelah di aktifkan sesuai deskripsi toko dan review2 pembeli lainnya kokk. Thanks seller maapkeun jika saya rada bawel yaa🙏🏻 semoga barang aman2 teruus kita coba pake dulu 7 hari sesuai garansi toko yaaaa👍🏻",5
"mantaf, garansi resmi tpi bukan pa/a kode ibox
tpi gatau kedepannya, ini garansi gdn ****** kode sa/a
semoga awet dan aman2 aja..",5
Barang sesuai pesanan. Sudah dipakai seminggu jalan aman,5
"Pembelian ke dua, untuk jatah karyawan berprestasi.  So far Imei dll aman.",5
"Barang bagus.. sesuai, pngiriman cepat dan admin responnya cepat.. makasih",5
"barang aman  👍👍
admin super ramah dan sangat membantu ❤️",5
"pengiriman cepat.
barang original
pokoknya rekomen",5
"Barang sampai dengan aman dan selamat. Harga paling waras untuk cari iphone 13, mantap",5
"Mantap …..
Auto repeat order..
Garansi aktif 1 th..",5
"Barang masih disegel dan aman. Imei, garansi, hp muluuus krn memang new jg sih. pkknya mantap, pesan malam lalu pagi sudah dikirim jam 11 kurang sudah sampai. Ga sampai satu jam👍🏻👌🏻",5
"barang Topp banget, garansi GDN sesuai request, keren banget dah ni seller, saya promosikan ke teman². Pengiriman Paxel juga keren banget sehari nyampe, pagi2 dah dianter, top.",5
Alhamdulillah tokonya amanah.. barang asli PA/A .. makasih semoga awet.,5
"Sesuai order, barang diterima dalam kondisi baik dan normal,,,moga tidak ada kendala.
Terimakasih🙏",5
Untuk sejauh ini baguss dan ori dapat kode PA,5
"barang oke, pelayanan oke, pengiriman aman sampai tujuan. mantab 👍",5
"Terimakasih, Produk Sangat rapih dan packing kayu walupun terpisah, tapi pengamanan tetap double packing",5
"tokonya udah official dan terjamin, gak perlu ragu lagi biar bintang dan ulasan yang berbicara.... sisanya semiga awet.. sukses terus gan",5
Penjual respon👍brg original PA/A.pokoknya joss,5
"good lah produk ori, sampai dengan aman dan selamat",5
"gilak, sempet deg2an karna belom pernah beli iphone secara online selain di digimap atau iBox. ternyata seller iSmile sangat sangat sangat rekomend dah.. dpt yg SA/A (GDN) gpp. dpt extra perlindungan dari GDN juga lebih puas, ga takut2 amat kalo amit2 jatuh pecah lcd atau backdoor glassnya. mantap bener. thanks seller iSmile 👍🏽👍🏽👍🏽",5
"Mantap jadi iphone pertama saya, moga awet ya ampe 10 tahun kedepan 😁💪",5
"barang masih di segel ketat, sesuai pesanan.
top markotop",5
mantap puas belanja dsini seller amanah sangat ramah dan komplit,5
"Garansi resmi 😎😎😎
Kerennn
Terpercaya",5
Barang sampai dengan baik. Dapat kode unit PA/A. Sudah ditest dan mulus. Semoga awet. Terima kasih seller. Sukses selalu,5
"Double kill !! 
Awalnya ragu karna blm pernah beli hp online tapi ternyata adminnya baik n sabar banget meskipun kita bawelin. Thanks iSmile barangnya dijamin original, bisa request ibox/gdn/digimap. Packingnya tebel, The bestt pokokeee⭐️⭐️⭐️⭐️⭐️⭐️",5
"jagooo barangnya dah dateng, masih baru dan berfungsi baik, makasii",5
"produk bagus semuanya aman toko trusted, cuma ekspedisi nya yg bkin kesel sicepat aduh khawatir barang mahal lama nyampe nya",5
"Thank youu barang belum dites, tapi masih tersegel dengan rapih. Kalau sudah dibuka akan ditambahkan lagi reviewnya. Karena buat kado jadi nunggu orangnya yang buka. Terimakasih",5
"Baru ngasih ulasan karena HP dicoba dulu dan sampai saat ini baik-baik saja..
Barang datang dalam keadaan di segel dan bergaransi resmi, admin gercep langsung dikirim.. 
Jangan ragu beli di Ismile",5
"kalau bisa nilai sampe bintang 10, bintang 10 untuk toko iniii. sempet khawatir karna liat ada komen udah req PA/A tapi yang dikirim tetep SA/A. ini aku req PA/A yang sampai juga Alhamdulillah PA/A, padahal aku lupa tulis note hanya req melalu chat tapi adminnya gercep bantu tulis note. terimakasih banyak untuk team ismile sukses selalu",5
"awalnya ragu sih buat co iphone selain di 3 reseller resmi, ternyata ini trusted bgtt, kebetulan aku dpt kode yg SA/A👍🏼👍🏼 packaging jg aman bgt walaupun gapake kayu tp bubble wrapnya superrr tebel dan jd gakeliatan barang mahal bisr terhindar dr kurir2 nakal",5
Respon adminnya cepet dan edukatif untuk yg kurang paham tentang iphone.,5
"mantap ,barang ori keren.... pengiriman sangat cepat...",5
sesuai deskripsi penjual pengiriman barang cepat kurir ramah,5
Barang original iBox dan pengiriman cepat,5
pesen GO-SEND cepat sampai tujuan &  barang masih segel original. terimakasih toko iSmile ✌🏻,5
"Barang nyampe berfungsi dengan baik, mantap",5
"barang sesuai,mantap
dapet kode ID/A
mudah2an awet gada masalah",5
Barang sampai tepat pada waktunya. Produk dan warna sesuai dengan deskripsi. Thanks seller. Thanks Tokopedia,5
Mantap pengiriman cepat cs nya juga responsive banget,5
"Barang sesuai pesanan, pengiriman cepat, aman menggunakan buble wrap.",5
pertama kali beli hp online tapi barang sesuai bergaransi resmi dan segel aman. minta iBox di kasih juga PA/A hihi semoga bisa awet hp aku iniiii gemas sekali pinknya,5
pengiriman aman dan cepat barang juga oke,5
"Packing aman pool
bubble nya tebel, ga ada keterangan nama produk di paket jadi lebih safety",5
"belum dibuka sih, karna rencana buat dijadikan hadiah hehehe, tapi salut sama packingnya yang cukup tebal menggunakan bubblewarp, sehingga keamanan barangnya terjamin, terima kasih..",5
"Jujur sudah cek semua, bagus semua, mantap, terima kasihh",5
Barang nya bagus. Semoga awet. Admin nya fast respond. Tp mintan kirim instant agak lama di pengirimannya aja.,5
"Tadinya takut mau beli, tapi mantep aja karna lihat review dan chat sellernya yg cepat jadi langsung CO. Ternyata barangnya worth it",5
"Barang bagus, pengiriman nya juga aman gais walaupun agak degdegan waktu belum nyampe wkwk, tapi amanah kok baguss🙌🏻💗🤩🤩",5
"respon seller mantab, minta sameday langsung cepat sampai, dan barang diterima dengan ok",5
"first time beli hp online, mantap ngga nipu heheh",5
"seneng banget akhirnya kebeli juga, menanti dari harga 11jutaan skrg dapet di harga 7,5juta. pas sahur lihat ada voucher tokped jadi 7,5jt lgsg gas cekout pake pengiriman instan, nyampe di hari yg sama, adminnya juga responnya ramah. seller memperhatikan request dr buyer, minta garansi yg GDN, dikasihnya sesuai. terimakasih ya kak, kapan2 aku beli iphone lagi disini",5
"good, pengiriman sesuai, barang bagus tidak ada kendala",5
segel greenpel semua. mantapp. pengiriman stuck di lokasi terakhir. tapi bisa diambil.,5
bagus sesuai harapan semoga awet gapapa walopun instan order jam 12 pickup jam 4 sore,5
"Barangnya produksi untuk asia bukan khusus Indonesia, kode asia. sampai saat ini oke",5
"mantap iphone 13 sudah mendarat, semoga awet dan bermanfaat.",5
Pengiriman sangat cepat dan barang sesuai pesanan. sudah kedua kalinya order dan selalu memuaskan,5
"Alhamdulillah, barang nyampe dg aman, pengiriman cepat via JNE regular checkout jum'at siang nyampe sabtu siang, dpt bonus free tg+clear case, maaf baru sempat ngasi ulasan, nyobain dlu seminggu pake, sampe skrg aman2 aja😁",5
"Barang sudah sampai, semua normal tidak ada kendala. saya req nya PA yg datang ID",5
"semoga awet hehe. admin seller nya cukup sabar melayani pertanyaan ***** saya hehe, makasih ya",5
"Barang original, next mau beli lagi disini",5
Barang ori.. Alhamdulillah aman sampai jepara cuma packingnya cuma pake bubble wrap doang.. Thanks ismile dan tokped dpt potongan 1.2jt 😍😍,5
"Pengiriman cepat , barang sesuai pesanan ,, semoga awet",5
"overall bagus, dapet ip 13 PA/A (ibox) warna midnight. terimakasih smile id",5
"Aman bgt harga lebih murah dari toko lain, pengiriman cepat. Respon admin mantab",5
barang sudah sampai original puas bgt belanja di sini sukses selalu buat agan,5
"cakeepp... tapi kyknya dpt batch 2021, semoga aman.

Tambahan, hati2 dengan oknum yang mengatasnamakan ismile yang akan mengambil kembali barang yang sdh dibeli. karena saya hampir kena, untungnya pihak admin ismile tokopedia sudah memperingatkan akan hal seperti ini. singkat cerita : order pengiriman pakai instan, 1-2 jam setelah sampai barangnya ternyata ada ojol yg di order oleh oknum yg mengatasnamakan ismile untuk mengambil paket yg telah dikirim sebelumnya. pihak ojol menelpon oknum, dan tlp tsb di berikan kesaya. saya infokan bahwa dari pihak admin ismile sdh memperingatkan akan hal ini. tlp lgsg dimatikan oleh oknum tersebut dan orderan ojol lgsg di cancel.

sekian terima kasih
semoga bisa membantu teman2 yang beli di ismile jg",5
Alhamdulillah dapat yg tahun produksi 2024 & lcd dari samsung. Semoga awet. Aamiin 🤲🏻,5
"Mantappp terimakasih yaaa, garansi Indonesia!!
harga lebih murah dari iBox dan digimap",5
"paket aman kirim ke Kalimantan bubble nya tebel banget, semoga gaada kendala",5
dapet pa/a seneng banget seller juga menjamin terimakasih ismille,5
"Pengemasannya aman banget, bubble wrapnya tebel banget. Gak nyesel beli disini 🥰 👍",5
Alhamdulillah barang udah diterima barang ori dan semoga hp nya sehat sehat aja ga gs🥺,5
"packingnya agak gemes, tapi syukurnya ekspedisi aman.",5
"pengiriman cepat banget, ga ada 4 jam
mantap dah pokoknya",5
"barang bagus, cuman lebih prepare ke ekspedisi aja sih",5
"mantappp sesuai request PA/A
Pengiriman cepat ke lambar cuma 2 hari.
admin responnya cepat.",5
"Thanks ya Kak 
Respon & Pengirim cepat & aman
Awesome seller 😇👍",5
"packingnya mantap berlapis"" bubble wrap sangat amann, barang berfungsi dg baik",5
"**** kerja peras kerimgat banting tulang buat beli mainan doang. no kids no wife. sepii amat hidup gw. gpp lah, itung2 memanjakan diri. taun depan beli iphone 15 pro max ahh.. doakan aku kawan2 toppers!!!",5
"Barang sudah kami terima packing sangat bagus dan aman dgn lapisan bublewrap maksimal, sangat direkomendasi",5
"Barang Aman
pemgirimanndibantu cpt instan hrs nyabsdh lewat Jam nya tp dibantunkrm.kurir pi kup di hari ni jg",5
recommended seller,5
"baru pesan tgl 9, tgl 10 siang udh nyampe, mantap sesuai pesanan.",5
"sudah pembelian ke 3 di toko ini,,,, seller amanah Garcep,,,, makasih",5
pemakaian udah 1/5 hari dan puas banget. bismillah gak ada kendala,5
"barang segel, garansi , barang ori, kelengkapan asli, respon seller juga cepet",5
"Pelayanan bagus, seler responsif menjawab pertanyaan. Produk ori dan pengiriman sangat aman, baru pertama kali beli iphone online. semoga barang awet dan original",5
Produk original dengan garansi resmi. featurenya berfungsi dengam baik. seller komunikatif dan pengiriman super cepat. recommended,5
"Barang original, segel, dan garansi indo. Pelayanan seller top banget…informatif dan jelas,",5
"Alhamdulillah sampai dgn selamat dan mulus. Sesuai request jg warna, kode dll. good servicenya",5
"Barang original, garansi TAM, customer service mantap jam 11 malam tetap balas chat",5
"Customer Service responsif menjawab semua pertanyaan dengan baik, produk yang diterima sesuai dengan yang disampaikan. barang garansi resmi, Imei tembus. pengiriman cepat dan packing aman sekali.",5
"Iphone 13 ORIGINAL, fast respond and fast delivery, seller mantap. Semoga awet dipakai. Terima kasih",5
"barang ori, packaging oke,garansi resmi, pengiriman ontime",5
"seller ramah dan responsif, masih segel satisfying banget pas bukanya
semoga awet untuk hadiah adik",5
barang original dan garansi resmi. pengiriman cepat dan admin fast respon.,5
"barang ori garansi resmi admin responsif 
toko terbaik",5
"barang masih disegel dan ada garansi, tidak ada kerusakan. admin fast respon dan tanggap",5
"Barang original, dan pengiriman cukup cepat, garansi juga original",5
"kualitas terbaik, garansi utuh masih segel. the best ismile",5
barang masih segel pengiriman juga cepat ada garansi resminya semua berfungsi dengan baik thank,5
"Alhamdulillah mendarat dengan selamat, sudah 2x beli disini trusted bgt, admin nya juga fast respond. Terbaekk pokoknya",5
"barang masih di segel, garansi resmi, sesuai deskripsi",5
"mantap real dapet garansi tam ibox dan bener bener baru aktif garansinya makasih banyak min, walaupun sebelumnya sedikit kecewa karena pengiriman paketnya lambat dari seller tapi okelah tetep juara dengan kualitasnya. Mungkin next ditingkatkan lagi pengirimannya",5
"Barang sesuai deskripsi, barang new, garansi indonesia 1 th.. rekomended seller",5
"Rekomendasi kirim ke Pemalang pengiriman cepat, barang original asli garansi",5
Mantap. Seller terbaik. Hape kode PA dan garansi hidup sampai bulan Mei tahun depan dong. Joss,5
Barang Segel Original. Garansi Resmi. rekomendeh,5
Barang sampe pembeli dan ada kartu garansi. Cuma disayangkan jasa pengirimannya gak sesuai ekspektasi,5
"Barang sampe dengan aman, agak sedikit delay pengerimannya padahal saya pake SAMEDAY tapi nyampe 3 hari. But over all barang ok ORI garansi resmi indonesia.",5
Seller ramah fast respon harga dan garansi bagus banget toplah,5
"adminnya banyak, responsif semua. Respon dan pengiriman cepat cuma minta TAM ngga dapet. Thanks anyway",5
"barang aman, pengiriman lancar, garansi ada,
legit brand new plus gak ribet pas checkout",5
"So far ga ada masalah, garansi mya bener garansi Apple",5
"First time beli iphone via online, yang sempet ragu tapi berujung sangat puasass, makasih banyak seller yang mau ditanya tanya terus dan responsif, next kalau ada rezeki aku beli disini lagi…. 🤍",5
asli ada badaknyaaaaaaaaaaa,5
"barang ok, cuma sedikit kecewa awal nanya PA/A ready stock, kemudian waktu di proses seller bilang adanya ID/A dan ternyata yang dikirim SA/A. untuk proses pengiriman sesuai dengan apa yang kita pilih.",5
"Barang segel garansi resmi, pengiriman cepat",5
"Pengiriman sangat cepat, Iphone Original walaupun minta yg type PA/A tapi yg datang type SA/A
Tapi its oke tetap Original",5
"Barang masih segel, garansi resmi ibox 1 tahun, itemnya mulus dan sesuai request, pengiriman cepat, packing tebal, toko terpercaya, terima kasih",5
Paket sudah sampai dengan aman. Sukses untuk sellernya. Terima kasih,5
"Barang masih segel, garansi resmi. Mantap.",5
"Barang masih segel, ori aman lancar jaya semuanya. Top deh iSeller, adminnya fast respon👏🏻",5
"Kondisi barang aman, tidak lecet juga. sejauh ini dalam 1 minggu bisa digunakan dengan baik. Semoga kedepannya juga bagus terus.",5
"Barang sampai dengan aman. Qualitas barang nya sangat bagus, tidak ada kendala apapun ketika nge set up device nya. Admin nya pun melayani dengan amat sangat baik. 10/10 would buy in here again!",5
